src_ip,dst_ip,src_port,dst_port,protocol,iat_mean,pkt_size_mean,ip_flags_df,ip_flags_mf,ip_flags_rb,ip_frag_off,tcp_len_mean,ack_count,cwr_count,ece_count,fin_count,psh_count,res_count,rst_count,syn_count,urg_count,tcp_win_mean,udp_len_mean,icmp_type_mean,pkt_count,label
10.0.2.26,192.168.0.2,60406,3306,6,0.061137,77.08,320,0,0,0,9.37,270,0,0,73,50,0,10,82,0,11050.67,0.0,0.0,320,normal
10.0.1.14,192.168.0.1,0,0,1,0.207614,98.0,45,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,90,normal
10.0.2.22,192.168.0.1,50798,8000,6,0.062284,5055.82,266,0,0,0,4989.08,252,0,0,3,127,0,3,26,0,4381.91,0.0,0.0,266,normal
10.0.2.23,192.168.0.1,47992,8000,6,0.059203,1633.78,322,0,0,0,1566.58,298,0,0,40,112,0,0,48,0,6466.04,0.0,0.0,322,normal
10.0.1.15,192.168.0.1,39794,8000,6,0.012974,117.96,1536,0,0,0,50.32,1378,0,0,312,472,0,0,316,0,8890.5,0.0,0.0,1536,normal
10.0.3.33,192.168.0.1,0,0,1,0.227004,98.0,43,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,86,normal
10.0.3.33,192.168.0.2,0,0,1,0.441933,98.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,40,normal
10.0.3.31,192.168.0.1,47438,8000,6,0.079024,123.63,235,0,0,0,56.13,206,0,0,42,67,0,8,50,0,9190.24,0.0,0.0,235,normal
10.0.1.14,192.168.0.2,0,0,1,0.443616,98.0,22,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,44,normal
10.0.1.15,192.168.0.2,49018,3306,6,0.135677,77.86,141,0,0,0,9.7,122,0,0,38,19,0,0,38,0,11620.45,0.0,0.0,141,normal
10.0.1.16,192.168.0.1,40856,8000,6,0.176087,6648.09,76,0,0,0,6581.46,73,0,0,0,42,0,0,6,0,3943.71,0.0,0.0,76,normal
10.0.3.34,192.168.0.2,41776,3306,6,0.168197,77.22,102,0,0,0,9.18,89,0,0,26,13,0,0,26,0,10995.35,0.0,0.0,102,normal
10.0.2.25,192.168.0.2,60824,3306,6,0.030783,77.17,648,0,0,0,9.11,564,0,0,166,82,0,0,167,0,11114.96,0.0,0.0,648,normal
10.0.3.35,192.168.0.1,48018,8000,6,0.041296,4315.69,471,0,0,0,4248.81,445,0,0,26,205,0,0,52,0,4916.31,0.0,0.0,471,normal
10.0.3.33,192.168.0.2,34232,3306,6,0.752359,77.48,23,0,0,0,9.39,20,0,0,6,3,0,0,6,0,11250.83,0.0,0.0,23,normal
10.0.3.33,192.168.0.1,35642,8000,6,0.189329,130.78,76,0,0,0,63.25,67,0,0,12,20,0,4,16,0,9094.67,0.0,0.0,76,normal
10.0.1.16,192.168.0.2,37114,3306,6,6.4e-05,66.0,4,0,0,0,0.0,4,0,0,2,0,0,0,0,0,84.0,0.0,0.0,4,normal
10.0.3.36,192.168.0.1,41800,8000,6,0.20227,150.78,32,0,0,0,83.28,29,0,0,6,9,0,0,6,0,8110.12,0.0,0.0,32,normal
10.0.2.23,192.168.0.2,43046,3306,6,0.059722,77.3,296,0,0,0,9.24,258,0,0,76,38,0,0,76,0,11074.75,0.0,0.0,296,normal
10.0.3.32,192.168.0.2,45204,3306,6,0.280592,77.82,67,0,0,0,9.67,58,0,0,18,9,0,0,18,0,11584.19,0.0,0.0,67,normal
10.0.1.12,192.168.0.1,39530,8000,6,0.034012,4226.68,554,0,0,0,4159.94,525,0,0,9,254,0,7,54,0,4272.98,0.0,0.0,554,normal
10.0.3.34,192.168.0.1,44864,8000,6,0.085746,4856.22,225,0,0,0,4789.49,213,0,0,3,106,0,3,22,0,4336.41,0.0,0.0,225,normal
10.0.1.13,192.168.0.1,60216,8000,6,0.01764,4521.17,1103,0,0,0,4454.26,1040,0,0,63,518,0,0,126,0,5182.08,0.0,0.0,1103,normal
10.0.1.13,192.168.0.2,44020,3306,6,0.092382,77.31,210,0,0,0,9.26,183,0,0,53,27,0,0,54,0,11091.26,0.0,0.0,210,normal
10.0.3.31,192.168.0.2,45920,3306,6,0.163966,77.38,116,0,0,0,9.31,101,0,0,30,15,0,0,30,0,11154.55,0.0,0.0,116,normal
10.0.2.25,192.168.0.1,58174,8000,6,0.279396,147.33,67,0,0,0,79.66,60,0,0,12,18,0,0,14,0,9028.52,0.0,0.0,67,normal
10.0.3.35,192.168.0.2,56722,3306,6,0.483026,77.35,31,0,0,0,9.29,27,0,0,8,4,0,0,8,0,11130.74,0.0,0.0,31,normal
10.0.1.14,192.168.0.2,51810,3306,6,0.366305,77.73,45,0,0,0,9.6,39,0,0,12,6,0,0,12,0,11499.0,0.0,0.0,45,normal
10.0.1.14,192.168.0.1,39678,8000,6,0.231877,120.06,82,0,0,0,52.35,71,0,0,11,21,0,7,19,0,9994.73,0.0,0.0,82,normal
10.0.3.32,192.168.0.1,49292,8000,6,0.019315,1109.01,983,0,0,0,1041.55,893,0,0,163,337,0,0,179,0,7927.04,0.0,0.0,983,normal
10.0.2.21,192.168.0.2,45322,3306,6,0.044334,77.03,440,0,0,0,9.29,373,0,0,102,67,0,11,112,0,10977.97,0.0,0.0,440,normal
10.0.2.21,192.168.0.1,51242,8000,6,0.029921,134.42,660,0,0,0,66.87,596,0,0,127,192,0,0,128,0,8385.8,0.0,0.0,660,normal
10.0.2.24,192.168.0.1,38726,8000,6,0.032799,4241.26,607,0,0,0,4174.31,571,0,0,37,276,0,0,72,0,5276.56,0.0,0.0,607,normal
10.0.2.24,192.168.0.2,55346,3306,6,0.175113,77.56,99,0,0,0,9.45,86,0,0,26,13,0,0,26,0,11326.01,0.0,0.0,99,normal
10.0.2.26,192.168.0.1,45708,8000,6,0.069923,123.27,282,0,0,0,55.79,256,0,0,52,78,0,0,52,0,7977.33,0.0,0.0,282,normal
10.0.3.36,192.168.0.1,0,0,1,1.022526,98.0,12,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,24,normal
10.0.1.12,192.168.0.2,56002,3306,6,0.158751,76.83,65,0,0,0,8.86,57,0,0,16,8,0,0,16,0,10620.85,0.0,0.0,65,normal
10.0.2.26,192.168.0.2,60406,3306,6,0.062609,76.97,291,0,0,0,9.31,245,0,0,64,46,0,11,74,0,10966.78,0.0,0.0,291,normal
10.0.1.14,192.168.0.1,0,0,1,0.193548,98.0,51,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,102,normal
10.0.2.22,192.168.0.1,50798,8000,6,0.062491,5501.12,274,0,0,0,5434.47,261,0,0,2,137,0,1,24,0,4047.7,0.0,0.0,274,normal
10.0.2.23,192.168.0.1,47992,8000,6,0.045659,2884.11,427,0,0,0,2817.03,398,0,0,38,182,0,0,58,0,5903.73,0.0,0.0,427,normal
10.0.1.15,192.168.0.1,39794,8000,6,0.015013,118.81,1333,0,0,0,51.14,1193,0,0,278,414,0,0,279,0,9043.05,0.0,0.0,1333,normal
10.0.3.33,192.168.0.1,0,0,1,0.222736,98.0,45,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,90,normal
10.0.3.33,192.168.0.2,0,0,1,0.352633,98.0,27,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,54,normal
10.0.3.31,192.168.0.1,47438,8000,6,0.112806,119.05,171,0,0,0,51.71,148,0,0,27,45,0,9,36,0,9093.31,0.0,0.0,171,normal
10.0.1.14,192.168.0.2,0,0,1,0.636351,98.0,16,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,32,normal
10.0.1.15,192.168.0.2,49018,3306,6,0.067275,77.28,273,0,0,0,9.23,238,0,0,68,35,0,0,70,0,11059.91,0.0,0.0,273,normal
10.0.1.16,192.168.0.1,40856,8000,6,0.165187,6182.0,50,0,0,0,6115.36,48,0,0,0,26,0,0,4,0,3660.62,0.0,0.0,50,normal
10.0.3.34,192.168.0.2,41776,3306,6,0.309826,76.67,33,0,0,0,8.73,29,0,0,8,4,0,0,8,0,10461.18,0.0,0.0,33,normal
10.0.2.25,192.168.0.2,60824,3306,6,0.030156,77.19,653,0,0,0,9.15,570,0,0,166,83,0,0,166,0,10965.78,0.0,0.0,653,normal
10.0.3.35,192.168.0.1,48018,8000,6,0.040651,4119.9,461,0,0,0,4052.96,434,0,0,29,210,0,0,54,0,5338.02,0.0,0.0,461,normal
10.0.3.33,192.168.0.2,34232,3306,6,5.2e-05,77.0,8,0,0,0,9.0,7,0,0,2,1,0,0,2,0,10785.5,0.0,0.0,8,normal
10.0.2.22,192.168.0.2,55806,3306,6,0.393991,77.0,40,0,0,0,9.0,35,0,0,10,5,0,0,10,0,10785.5,0.0,0.0,40,normal
10.0.3.33,192.168.0.1,35642,8000,6,0.176337,120.33,98,0,0,0,52.9,84,0,0,14,25,0,8,22,0,9690.91,0.0,0.0,98,normal
10.0.3.36,192.168.0.2,0,0,1,2.523793,98.0,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,8,normal
10.0.3.36,192.168.0.2,44018,3306,6,0.537805,77.0,16,0,0,0,9.0,14,0,0,4,2,0,0,4,0,10785.5,0.0,0.0,16,normal
10.0.2.23,192.168.0.2,43046,3306,6,0.074651,77.22,251,0,0,0,9.18,219,0,0,64,32,0,0,64,0,10998.7,0.0,0.0,251,normal
10.0.3.32,192.168.0.2,45204,3306,6,0.324297,77.2,55,0,0,0,9.16,48,0,0,14,7,0,0,14,0,10980.09,0.0,0.0,55,normal
10.0.1.12,192.168.0.1,39530,8000,6,0.036199,4542.17,483,0,0,0,4475.47,460,0,0,6,234,0,3,44,0,4021.29,0.0,0.0,483,normal
10.0.3.34,192.168.0.1,44864,8000,6,0.041904,5834.1,401,0,0,0,5767.43,382,0,0,1,210,0,2,35,0,4001.43,0.0,0.0,401,normal
10.0.1.13,192.168.0.1,60216,8000,6,0.013175,5058.22,1514,0,0,0,4991.31,1428,0,0,76,767,0,0,171,0,5224.12,0.0,0.0,1514,normal
10.0.1.13,192.168.0.2,44020,3306,6,0.054526,77.0,352,0,0,0,9.0,308,0,0,88,44,0,0,88,0,10785.49,0.0,0.0,352,normal
10.0.3.31,192.168.0.2,45920,3306,6,0.191762,77.43,77,0,0,0,9.35,67,0,0,20,10,0,0,20,0,11202.48,0.0,0.0,77,normal
10.0.2.25,192.168.0.1,58174,8000,6,0.168211,148.37,99,0,0,0,80.76,89,0,0,18,27,0,0,20,0,8731.67,0.0,0.0,99,normal
10.0.1.14,192.168.0.2,51810,3306,6,0.417359,77.28,39,0,0,0,9.23,34,0,0,10,5,0,0,10,0,11059.92,0.0,0.0,39,normal
10.0.1.14,192.168.0.1,39678,8000,6,0.194968,126.36,98,0,0,0,58.81,85,0,0,15,26,0,7,22,0,9691.78,0.0,0.0,98,normal
10.0.3.32,192.168.0.1,49292,8000,6,0.024015,1821.08,787,0,0,0,1753.78,723,0,0,110,283,0,0,128,0,7130.07,0.0,0.0,787,normal
10.0.2.21,192.168.0.2,45322,3306,6,0.051331,76.88,327,0,0,0,9.13,279,0,0,75,48,0,7,82,0,10816.4,0.0,0.0,327,normal
10.0.2.21,192.168.0.1,51242,8000,6,0.031238,130.74,613,0,0,0,63.15,552,0,0,118,180,0,0,122,0,8603.33,0.0,0.0,613,normal
10.0.2.24,192.168.0.1,38726,8000,6,0.031074,4594.83,625,0,0,0,4527.93,588,0,0,35,292,0,1,72,0,5235.99,0.0,0.0,625,normal
10.0.2.24,192.168.0.2,55346,3306,6,0.125495,77.0,152,0,0,0,9.0,133,0,0,38,19,0,0,38,0,10785.49,0.0,0.0,152,normal
10.0.2.26,192.168.0.1,45708,8000,6,0.077034,129.02,254,0,0,0,61.54,230,0,0,46,70,0,0,47,0,8002.65,0.0,0.0,254,normal
10.0.1.12,192.168.0.2,56002,3306,6,0.166923,77.3,109,0,0,0,9.25,95,0,0,28,14,0,0,28,0,11080.03,0.0,0.0,109,normal
10.0.2.26,192.168.0.2,60406,3306,6,0.058326,76.85,317,0,0,0,9.23,269,0,0,68,49,0,12,78,0,10614.31,0.0,0.0,317,normal
10.0.1.14,192.168.0.1,0,0,1,0.207108,98.0,48,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.04,95,normal
10.0.2.22,192.168.0.1,50798,8000,6,0.055939,5901.79,326,0,0,0,5835.09,310,0,0,3,163,0,2,30,0,4237.59,0.0,0.0,326,normal
10.0.2.23,192.168.0.1,47992,8000,6,0.05595,953.21,337,0,0,0,885.84,308,0,0,52,106,0,0,58,0,7453.66,0.0,0.0,337,normal
10.0.1.15,192.168.0.1,39794,8000,6,0.012018,117.59,1649,0,0,0,49.96,1480,0,0,334,499,0,0,336,0,8805.53,0.0,0.0,1649,normal
10.0.3.33,192.168.0.1,0,0,1,0.317524,98.0,31,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,62,normal
10.0.3.33,192.168.0.2,0,0,1,0.434039,98.0,21,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,42,normal
10.0.3.31,192.168.0.1,47438,8000,6,0.091067,124.35,198,0,0,0,56.72,176,0,0,36,55,0,3,42,0,9163.64,0.0,0.0,198,normal
10.0.1.14,192.168.0.2,0,0,1,0.423356,98.0,22,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,44,normal
10.0.1.15,192.168.0.2,49018,3306,6,0.083014,77.33,226,0,0,0,9.24,196,0,0,58,29,0,0,59,0,11256.62,0.0,0.0,226,normal
10.0.1.16,192.168.0.1,40856,8000,6,0.139193,6085.52,79,0,0,0,6018.91,76,0,0,0,39,0,0,6,0,3513.72,0.0,0.0,79,normal
10.0.2.25,192.168.0.2,60824,3306,6,0.030577,77.05,638,0,0,0,9.03,557,0,0,160,80,0,0,161,0,10885.28,0.0,0.0,638,normal
10.0.3.35,192.168.0.1,48018,8000,6,0.039508,4580.63,446,0,0,0,4513.75,422,0,0,21,209,0,0,49,0,4980.44,0.0,0.0,446,normal
10.0.3.35,192.168.0.2,56722,3306,6,0.363557,76.81,57,0,0,0,8.84,50,0,0,15,7,0,0,14,0,10597.77,0.0,0.0,57,normal
10.0.2.22,192.168.0.2,55806,3306,6,0.185258,77.0,56,0,0,0,9.0,49,0,0,14,7,0,0,14,0,10785.5,0.0,0.0,56,normal
10.0.2.23,192.168.0.2,43046,3306,6,0.100768,76.9,163,0,0,0,8.83,141,0,0,43,20,0,0,42,0,11107.02,0.0,0.0,163,normal
10.0.3.32,192.168.0.2,45204,3306,6,0.506499,76.91,33,0,0,0,8.73,28,0,0,8,4,0,0,9,0,11741.7,0.0,0.0,33,normal
10.0.3.36,192.168.0.1,0,0,1,1.067612,98.0,10,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.21,19,normal
10.0.1.12,192.168.0.1,39530,8000,6,0.074601,4127.66,210,0,0,0,4060.95,199,0,0,3,96,0,1,20,0,4161.6,0.0,0.0,210,normal
10.0.3.34,192.168.0.1,44864,8000,6,0.14203,4864.69,124,0,0,0,4797.82,115,0,0,2,58,0,2,15,0,5486.64,0.0,0.0,124,normal
10.0.1.13,192.168.0.1,60216,8000,6,0.023416,3441.04,670,0,0,0,3373.94,620,0,0,51,284,0,0,92,0,6013.7,0.0,0.0,670,normal
10.0.1.13,192.168.0.2,44020,3306,6,0.120753,77.94,132,0,0,0,9.82,113,0,0,33,18,0,0,35,0,11421.6,0.0,0.0,132,normal
10.0.3.31,192.168.0.2,45920,3306,6,0.415331,74.97,33,0,0,0,6.55,27,0,0,7,3,0,0,10,0,13022.03,0.0,0.0,33,normal
10.0.3.34,192.168.0.2,41776,3306,6,0.288327,77.28,39,0,0,0,9.23,34,0,0,10,5,0,0,10,0,11059.92,0.0,0.0,39,normal
10.0.2.25,192.168.0.1,58174,8000,6,0.298815,152.88,52,0,0,0,85.19,46,0,0,11,15,0,0,11,0,9128.52,0.0,0.0,52,normal
10.0.1.14,192.168.0.1,39678,8000,6,0.348509,120.55,51,0,0,0,52.27,42,0,0,8,12,0,4,16,0,13511.61,0.0,0.0,51,normal
10.0.3.33,192.168.0.1,35642,8000,6,0.414787,113.2,41,0,0,0,45.93,32,0,0,6,9,0,4,11,0,11548.9,0.0,0.0,41,normal
10.0.3.36,192.168.0.2,0,0,1,2.746118,98.0,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,8,normal
10.0.3.36,192.168.0.1,41800,8000,6,0.000116,156.2,10,0,0,0,88.6,9,0,0,2,3,0,0,2,0,8645.2,0.0,0.0,10,normal
10.0.3.32,192.168.0.1,49292,8000,6,0.199823,509.44,88,0,0,0,440.08,60,0,0,21,19,0,0,37,0,17963.88,0.0,0.0,88,normal
10.0.2.21,192.168.0.2,45322,3306,6,0.768082,78.63,19,0,0,0,7.58,8,0,0,4,2,0,0,12,0,26829.84,0.0,0.0,19,normal
10.0.2.21,192.168.0.1,51242,8000,6,0.325499,126.86,57,0,0,0,57.77,38,0,0,11,13,0,0,22,0,16451.18,0.0,0.0,57,normal
10.0.2.24,192.168.0.1,38726,8000,6,0.378818,2663.12,52,0,0,0,2594.12,34,0,0,6,11,0,1,21,0,17231.27,0.0,0.0,52,normal
10.0.2.24,192.168.0.2,55346,3306,6,0.861714,83.6,15,0,0,0,14.4,10,0,0,3,3,0,0,6,0,17059.93,0.0,0.0,15,normal
10.0.1.12,192.168.0.2,56002,3306,6,1.58811,71.33,9,0,0,0,0.0,4,0,0,2,0,0,0,6,0,28376.56,0.0,0.0,9,normal
10.0.1.14,192.168.0.1,0,0,1,0.649033,98.0,14,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.48,25,normal
10.0.2.23,192.168.0.1,47992,8000,6,1.071291,1142.28,18,0,0,0,1072.28,13,0,0,4,4,0,0,9,0,21456.17,0.0,0.0,18,normal
10.0.1.15,192.168.0.1,39794,8000,6,0.134899,103.07,140,0,0,0,33.59,97,0,0,31,29,0,0,61,0,18636.78,0.0,0.0,140,normal
10.0.3.33,192.168.0.1,0,0,1,0.818455,98.0,9,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.5,16,normal
10.0.3.31,192.168.0.1,47438,8000,6,0.677146,118.89,27,0,0,0,49.33,18,0,0,5,7,0,0,12,0,18986.56,0.0,0.0,27,normal
10.0.1.14,192.168.0.2,0,0,1,0.771706,98.0,10,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.21,19,normal
10.0.1.15,192.168.0.2,49018,3306,6,0.847228,88.5,16,0,0,0,18.0,8,0,0,2,4,0,0,9,0,23921.81,0.0,0.0,16,normal
10.0.2.25,192.168.0.2,60824,3306,6,0.543359,83.3,37,0,0,0,13.62,22,0,0,9,7,0,0,17,0,19558.43,0.0,0.0,37,normal
10.0.3.35,192.168.0.1,48018,8000,6,0.397626,6652.08,51,0,0,0,6583.57,37,0,0,5,17,0,0,16,0,13645.96,0.0,0.0,51,normal
10.0.1.14,192.168.0.2,51810,3306,6,0.741744,76.4,10,0,0,0,7.2,8,0,0,2,1,0,0,4,0,17206.4,0.0,0.0,10,normal
10.0.2.22,192.168.0.2,55806,3306,6,4.19568,85.2,5,0,0,0,14.4,2,0,0,1,1,0,0,3,0,25438.0,0.0,0.0,5,normal
10.0.1.11,192.168.0.1,55796,8000,6,0.000437,125.12,47612,0,0,0,56.42,34150,0,0,14036,11200,0,0,16102,0,14435.39,0.0,0.0,47612,malicious
10.0.2.23,192.168.0.2,43046,3306,6,0.534769,88.49,37,0,0,0,19.46,26,0,0,8,10,0,0,14,0,16162.19,0.0,0.0,37,normal
10.0.2.26,192.168.0.1,45708,8000,6,0.448898,86.86,36,0,0,0,17.53,24,0,0,11,4,0,0,15,0,17781.86,0.0,0.0,36,normal
10.0.3.36,192.168.0.1,0,0,1,2.809858,98.0,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,5.33,6,normal
10.0.1.12,192.168.0.1,39530,8000,6,0.350711,3756.13,55,0,0,0,3687.95,43,0,0,1,20,0,2,15,0,11735.4,0.0,0.0,55,normal
10.0.2.26,192.168.0.2,60406,3306,6,0.461176,79.69,54,0,0,0,10.94,37,0,0,12,11,0,1,20,0,15814.24,0.0,0.0,54,normal
10.0.3.34,192.168.0.1,44864,8000,6,0.5091,8809.96,23,0,0,0,8741.87,19,0,0,0,10,0,0,6,0,11999.7,0.0,0.0,23,normal
10.0.2.22,192.168.0.1,50798,8000,6,0.518629,9186.13,47,0,0,0,9118.26,39,0,0,1,21,0,0,11,0,11181.96,0.0,0.0,47,normal
10.0.1.13,192.168.0.1,60216,8000,6,0.158681,4469.96,125,0,0,0,4401.34,97,0,0,13,38,0,0,41,0,14601.34,0.0,0.0,125,normal
10.0.1.13,192.168.0.2,44020,3306,6,0.933111,82.42,19,0,0,0,11.37,13,0,0,2,3,0,0,12,0,27119.42,0.0,0.0,19,normal
10.0.3.33,192.168.0.2,0,0,1,1.286995,98.0,11,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.89,18,normal
10.0.3.31,192.168.0.2,45920,3306,6,4.175619,70.8,5,0,0,0,0.0,3,0,0,1,0,0,0,3,0,25657.6,0.0,0.0,5,normal
10.0.2.25,192.168.0.1,58174,8000,6,1.130917,176.55,11,0,0,0,107.64,8,0,0,3,3,0,0,4,0,15549.73,0.0,0.0,11,normal
10.0.3.35,192.168.0.2,56722,3306,6,2.440281,79.0,8,0,0,0,9.0,4,0,0,3,1,0,0,4,0,21212.25,0.0,0.0,8,normal
10.0.1.14,192.168.0.1,39678,8000,6,0.6272,113.81,26,0,0,0,45.35,22,0,0,2,8,0,0,8,0,13254.85,0.0,0.0,26,normal
10.0.3.33,192.168.0.1,35642,8000,6,2.289682,71.89,9,0,0,0,0.56,6,0,0,0,1,0,1,6,0,28621.0,0.0,0.0,9,normal
10.0.3.32,192.168.0.1,49292,8000,6,0.110322,1087.53,181,0,0,0,1018.88,142,0,0,38,39,0,0,60,0,14243.14,0.0,0.0,181,normal
10.0.3.32,192.168.0.2,45204,3306,6,0.963463,78.0,16,0,0,0,9.0,11,0,0,3,2,0,0,6,0,15998.75,0.0,0.0,16,normal
10.0.2.21,192.168.0.2,45322,3306,6,0.633102,83.92,25,0,0,0,14.4,17,0,0,4,5,0,0,11,0,18808.72,0.0,0.0,25,normal
10.0.2.21,192.168.0.1,51242,8000,6,0.188546,101.7,105,0,0,0,33.19,84,0,0,30,18,0,0,33,0,13490.02,0.0,0.0,105,normal
10.0.2.24,192.168.0.1,38726,8000,6,0.11624,5104.64,169,0,0,0,5036.85,145,0,0,8,73,0,1,38,0,10225.61,0.0,0.0,169,normal
10.0.2.24,192.168.0.2,55346,3306,6,1.050489,77.37,19,0,0,0,7.58,12,0,0,3,2,0,0,9,0,20215.79,0.0,0.0,19,normal
10.0.1.12,192.168.0.2,56002,3306,6,0.53448,75.33,36,0,0,0,6.0,26,0,0,9,3,0,0,15,0,17843.36,0.0,0.0,36,normal
10.0.1.14,192.168.0.1,0,0,1,0.671814,98.0,17,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.53,30,normal
10.0.2.23,192.168.0.1,47992,8000,6,0.494181,1958.35,34,0,0,0,1890.0,27,0,0,5,9,0,0,10,0,12669.29,0.0,0.0,34,normal
10.0.1.15,192.168.0.1,39794,8000,6,0.119178,111.24,168,0,0,0,43.43,147,0,0,28,46,0,0,38,0,9753.2,0.0,0.0,168,normal
10.0.3.33,192.168.0.1,0,0,1,0.645976,98.0,19,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,5.24,29,normal
10.0.3.31,192.168.0.1,47438,8000,6,0.447633,98.93,45,0,0,0,31.51,37,0,0,10,10,0,2,11,0,10531.6,0.0,0.0,45,normal
10.0.1.14,192.168.0.2,0,0,1,1.733811,98.0,6,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.8,10,normal
10.0.1.15,192.168.0.2,49018,3306,6,0.622899,80.9,29,0,0,0,12.41,24,0,0,6,5,0,0,9,0,13349.72,0.0,0.0,29,normal
10.0.3.34,192.168.0.2,41776,3306,6,2.114294,78.8,10,0,0,0,7.2,5,0,0,1,1,0,0,7,0,29883.3,0.0,0.0,10,normal
10.0.2.25,192.168.0.2,60824,3306,6,0.205043,80.72,94,0,0,0,11.49,68,0,0,18,15,0,0,38,0,17306.64,0.0,0.0,94,normal
10.0.3.35,192.168.0.1,48018,8000,6,0.151885,4176.11,122,0,0,0,4108.07,102,0,0,10,45,0,0,31,0,11430.66,0.0,0.0,122,normal
10.0.3.33,192.168.0.2,34232,3306,6,0.000162,68.67,3,0,0,0,0.0,2,0,0,1,0,0,0,1,0,14169.33,0.0,0.0,3,normal
10.0.2.22,192.168.0.2,55806,3306,6,3.059761,98.0,5,0,0,0,28.8,4,0,0,1,2,0,0,2,0,17206.6,0.0,0.0,5,normal
10.0.3.36,192.168.0.1,41800,8000,6,1.429717,124.89,9,0,0,0,55.33,7,0,0,0,3,0,0,4,0,19108.78,0.0,0.0,9,normal
10.0.1.11,192.168.0.1,55796,8000,6,0.000398,114.55,47948,0,0,0,46.0,35579,0,0,15182,9147,0,0,15227,0,13568.65,0.0,0.0,47948,malicious
10.0.2.23,192.168.0.2,43046,3306,6,0.099524,77.35,186,0,0,0,9.29,161,0,0,46,24,0,0,48,0,11124.8,0.0,0.0,186,normal
10.0.2.26,192.168.0.1,45708,8000,6,0.177731,129.45,114,0,0,0,61.83,101,0,0,23,28,0,0,23,0,8705.82,0.0,0.0,114,normal
10.0.1.12,192.168.0.1,39530,8000,6,0.120612,4283.6,127,0,0,0,4216.78,117,0,0,3,61,0,3,16,0,5498.36,0.0,0.0,127,normal
10.0.2.26,192.168.0.2,60406,3306,6,0.081515,77.17,234,0,0,0,9.34,198,0,0,54,35,0,5,61,0,11238.66,0.0,0.0,234,normal
10.0.3.34,192.168.0.1,44864,8000,6,0.211639,6001.61,89,0,0,0,5934.8,85,0,0,0,42,0,0,9,0,4795.66,0.0,0.0,89,normal
10.0.1.13,192.168.0.1,60216,8000,6,0.024291,4043.26,792,0,0,0,3976.2,735,0,0,58,327,0,0,105,0,5928.0,0.0,0.0,792,normal
10.0.1.13,192.168.0.2,44020,3306,6,0.137117,77.73,131,0,0,0,9.34,109,0,0,33,17,0,0,39,0,12806.82,0.0,0.0,131,normal
10.0.3.33,192.168.0.2,0,0,1,0.423987,98.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,40,normal
10.0.1.16,192.168.0.1,40856,8000,6,0.610379,3163.14,7,0,0,0,3094.86,6,0,0,0,3,0,0,2,0,14546.29,0.0,0.0,7,normal
10.0.2.25,192.168.0.1,58174,8000,6,0.315755,151.07,56,0,0,0,83.64,51,0,0,11,16,0,0,10,0,7727.93,0.0,0.0,56,normal
10.0.3.35,192.168.0.2,56722,3306,6,1.128425,81.27,11,0,0,0,13.09,9,0,0,2,2,0,0,3,0,11708.36,0.0,0.0,11,normal
10.0.1.14,192.168.0.1,39678,8000,6,0.332288,125.02,48,0,0,0,57.69,41,0,0,6,12,0,3,11,0,9901.65,0.0,0.0,48,normal
10.0.3.33,192.168.0.1,35642,8000,6,0.497329,121.5,28,0,0,0,54.07,22,0,0,4,7,0,2,8,0,12308.21,0.0,0.0,28,normal
10.0.3.36,192.168.0.2,0,0,1,2.970907,98.0,3,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,6,normal
